	hematokrit	ssn	ast	trombocyty	name	leukocyty	indicator	er-cv	alp	smoker	hemoglobin	weight	relationship	erytrocyty	etytr	hbver	alt
4729	8.38860	591-87-7579	36.03183	9.00971	Albert Hopkins	5.80764	0.00000	49.30287	35.42358	Y	8.17922	48.44892	widowed	6.43567	7.14895	6.98590	0.96317
4730	10.50966	047-61-4965	42.79486	8.20341	Jacob Padilla	4.51598	0.00000	31.38927	22.89561	Y	8.68310	61.58197	married	5.85327	6.50255	5.74771	0.69392
4731	5.13324	521-69-2988	63.50570	5.43000	Joseph Vance	7.78163	1.00000	42.19525	80.70009	Y	6.03123	92.55162	married	5.01886	7.30032	8.06610	0.56681
4732	5.73662	086-48-4937	74.43681	6.58436	Daniel Sanchez	7.63647	1.00000	89.94867	54.72087	Y	5.13717	105.83823	nop	5.58226	8.32882	6.69301	0.69780
4733	8.84879	511-96-5648	37.87807	7.36036	Dr. Deborah Yates	5.64223	0.00000	55.89211	77.16699	no	7.28583	77.73015	divoced	4.30137	6.75288	8.15641	0.66068
4734	6.52449	142-54-0256	34.32692	8.94599	Tina Huynh	6.35611	0.00000	45.23989	54.63639	no	4.80620	59.60806	widowed	6.53479	9.17333	5.79032	0.76779
4735	5.63969	370-61-5032	80.55667	8.06370	Hailey Richard	6.96781	1.00000	24.41538	7.30187	no	3.19418	91.22821	separated	5.19338	6.86849	7.41886	0.45816
4736	5.54329	590-95-0067	51.17021	9.06651	Tyrone Smith	6.62513	0.00000	65.81075	89.95807	yes	6.34365	82.55570	divoced	5.90869	6.58086	8.73554	0.51824
4737	8.85835	800-20-6193	42.93996	8.90323	Jon Boyle	8.68755	0.00000	61.79808	49.35871	Y	7.94032	88.90581	widowed	6.92370	5.83514	6.22554	0.96113
4738	8.85209	829-16-7629	30.48715	10.16348	Jonathan Boone	6.05715	0.00000	41.18770	26.58834	Y	8.63920	87.06565	widowed	7.65503	5.77441	6.45956	1.23820
4739	2.60254	238-53-4449	61.50923	6.73680	Jose Garcia	6.34027	1.00000	53.53476	68.20759	yes	5.37739	53.79164	married	3.69221	7.41084	7.70401	0.79351
4740	8.70925	131-24-8825	39.78043	6.26421	Patricia Rice	8.69736	1.00000	66.92327	10.02439	Y	9.06970	91.14547	widowed	8.79143	8.06596	6.41296	2.37276
4741	4.01326	749-73-0364	57.18076	6.34233	Jasmine Brown	7.23183	1.00000	42.83240	89.41885	Y	6.38012	66.08610	nop	6.12191	7.20127	6.39799	0.94434
4742	6.88593	356-70-6435	66.35691	8.24893	Christopher Doyle	8.53277	0.00000	50.29294	63.79536	no	7.43249	82.88172	married	6.36154	8.34702	8.25683	0.93011
4743	4.56590	452-35-2867	43.87817	8.31976	Daniel Hill	9.09149	1.00000	67.49155	46.29116	no	4.50049	13.13298	divoced	5.12015	6.61003	8.42388	0.42712
4744	7.21113	546-85-1350	33.43139	9.47799	Vanessa Galloway	6.17601	1.00000	61.49292	57.71028	N	7.78855	43.70631	married	8.09637	7.94893	6.43266	1.89754
4745	9.67456	861-12-6379	37.63481	9.28833	Carly Santiago	8.63948	0.00000	44.73742	30.04994	Y	8.52019	63.21505	married	5.25663	7.43291	7.51211	0.66471
4746	9.73644	896-84-2373	49.44980	8.75613	Jason Schneider	6.94796	0.00000	71.77174	25.12865	yes	10.31548	30.72880	separated	4.85730	7.33614	6.58231	0.65540
4747	3.95890	472-32-1194	46.97052	5.06354	Ryan Smith	7.18142	1.00000	58.47892	84.96790	no	6.73168	61.14175	married	5.23784	6.88800	6.02365	0.64790
4748	9.12810	136-06-6433	60.40791	7.21483	Paul Gamble	8.23579	1.00000	21.65920	37.80168	N	7.98750	-28.69561	separated	6.19967	7.02345	6.83743	0.83007
4749	6.07539	456-83-6116	42.61527	6.89483	Manuel Norton	7.30935	0.00000	52.50089	91.15323	Y	6.57794	81.77641	single	6.36363	7.57686	5.83933	0.48623
4750	8.99979	129-38-5677	41.65506	8.20006	Tanya Farmer	8.33653	0.00000	63.75365	86.84960	no	6.84531	58.60999	divoced	6.67092	7.72946	6.90885	0.79076
4751	7.02679	221-46-4423	57.64834	7.78062	Douglas Moore	7.00694	1.00000	39.97863	73.34488	N	5.14207	55.47566	single	6.94567	7.95474	7.89159	0.94241
4752	7.89398	421-20-8966	55.39444	8.87468	Troy Huff	6.57808	1.00000	37.52320	30.78575	no	8.40895	75.30289	separated	7.94705	8.26095	7.38739	1.35888
4753	7.70731	750-39-3833	58.43244	9.64266	Nancy Russell	6.77947	1.00000	63.14045	29.42703	yes	8.55643	53.91995	divoced	7.58408	5.82579	8.83199	1.30006
4754	6.77297	867-81-3007	71.52427	7.71811	Steven Lamb	6.55479	0.00000	66.52551	37.42282	no	4.47696	4.39213	married	6.81506	6.36497	7.56475	0.85162
4755	9.94493	153-21-1038	70.07686	8.71128	Tony Rodgers	6.61544	0.00000	50.78815	28.44010	no	8.40480	50.40364	single	5.48880	6.95660	6.54529	0.72303
4756	5.70051	286-93-5512	41.84076	7.77890	Edward Steele	7.95720	1.00000	21.43782	45.43300	yes	4.66659	63.87209	single	5.62163	6.20011	6.32294	0.66909
4757	9.42179	879-52-4868	28.55412	7.34524	Matthew Ramos	6.31001	1.00000	39.09833	13.51480	no	9.46776	66.70662	married	9.69898	7.87342	6.94503	5.96354
4758	9.53740	275-52-8379	46.73268	9.09532	Christopher Williams	8.94954	0.00000	36.46729	21.60014	no	10.24611	34.26409	divoced	6.11445	7.30060	7.86939	0.74227
4759	4.57351	062-10-3909	41.00597	6.52444	Sandra Smith	6.92887	1.00000	71.82159	62.13462	no		122.27400	single	4.53055	6.18260	8.34627	0.66777
4760	5.84907	202-33-8539	39.50108	6.89457	Tonya Torres	6.23055	1.00000	46.15008	87.21509	no	5.88162	69.60432	single	6.61271	7.70244	5.64696	0.71725
4761	8.42048	072-21-4271	61.81295	9.89094	Mary Jackson	6.88472	1.00000	7.44159	34.09346	no	8.31592	49.34324	divoced	9.16653	5.65828	6.39620	3.49710
4762	8.05806	167-76-3871	51.03330	8.74832	Meghan Davis	6.83947	1.00000	78.64354	32.30728	N	8.45562	38.01439	nop	9.58724	7.30065	5.62875	5.49321
4763	5.89086	883-57-7356	47.31082	8.19831	John Wright	5.95921	1.00000	34.21407	57.56869	no	4.87842	32.31399	divoced	5.86228	8.07015	6.93108	0.75684
4764	7.21499	187-73-8436	60.01479	6.17819	Amy Fox	7.01031	1.00000	44.53493	71.52993	no	5.46790	37.86950	married	6.64031	7.62588	6.11670	0.79697
4765	7.56883	523-96-3541	69.01057	8.53158	Elizabeth Mcgrath	7.74870	1.00000	43.81661	46.28388	Y	7.95396	21.08988	married	7.76972	6.87511	7.67427	1.39577
4766	7.59041	482-89-3364	63.14353	8.47345	Ryan Hatfield	8.08447	0.00000	58.23938	58.46925	yes	7.57897	108.75653	separated	6.32874	7.26074	6.54651	0.81360
4767	8.20816	839-18-0607	28.92765	7.73829	Michelle Mccoy	6.43548	0.00000	36.03385	55.60301	yes	7.82992	45.58865	divoced	6.46517	7.19416	6.83070	0.65810
4768	7.10657	530-02-0617	48.22822	6.41612	Ariana Mcguire	7.13182	1.00000	58.42311	86.74058	yes	6.16444	120.83855	divoced	7.43767	5.97307	6.83910	1.39136
4769	8.31281	641-34-9662	46.12027	9.57210	Gary Powers	7.45786	1.00000	47.80453	45.53287	no	8.05625	62.13391	married	9.25129	7.72254	5.43502	3.95061
4770	5.80078	165-54-1921	60.06757	6.02478	Andrew Smith	8.14541	1.00000	51.26473	56.73713	Y	5.02941	57.20770	married	5.38898	7.11552	7.70448	0.32552
4771	5.36253	336-18-7378	64.89020	7.69921	Joyce Welch	6.27809	1.00000	33.21047	87.61269	no	6.67446	62.75669	separated	5.90495	7.39558	5.76539	0.56631
4772	7.44455	045-58-2543	65.15853	5.09834	Brandy Haynes	6.32743	1.00000	34.58818	84.71469	no	6.74776	55.19137	single	6.84579	6.33820	6.92662	0.62946
4773	6.11919	068-33-1969	49.25916	8.29103	Leslie Burns	6.44658	0.00000	78.18838	66.26423	yes	5.19705	97.38117	married	6.85684	6.78320	6.92110	0.92139
4774	6.78750	529-45-7449	48.81690	7.84778	Leslie Graham	7.08771	1.00000	53.41230	71.63777	Y	5.50161	52.68225	married	7.31144	7.38014	7.67289	0.92423
4775	5.88972	391-75-0638	52.56620	10.01171	Amy Bell	6.18783	1.00000	53.61252	67.66318	no	5.26127	31.79245	single	7.23781	8.56101	6.51736	0.74612
4776	5.12224	563-26-9471	71.59981	7.02608	Jacqueline Hudson	6.32012	0.00000	39.92085	65.03454	yes	7.29401	129.72921	single	5.28142	8.49285	6.47525	0.70735
4777	5.13889	070-26-8079	28.90389	5.97706	Marcus Moran	5.35537	1.00000	72.53915	82.48179	Y	6.83967	22.84301	single	6.13309	7.40409	9.32629	0.52385
4778	5.50488	253-95-5364	34.96537	4.31775	Jeremy Chavez	7.20003	1.00000	27.31423	83.08050	N	6.61585	88.06828	widowed	5.34286	7.17632	6.05722	0.32418
4779	5.73322	481-83-3767	42.19807	9.41730	John Martin	6.52674	0.00000	31.18769	81.12134	yes	5.76128	72.65110	divoced	6.27193	9.07496	8.29674	0.74106
4780	9.59086	452-35-2867	68.38145	9.91113	Daniel Hill	6.33792	0.00000	45.17467	35.01330	no	10.57700	161.31466	single	6.21458	5.92749	7.81083	0.53101
4781	5.73874	809-56-0814	31.26376	5.82633	Brian Castro	6.81404	1.00000	35.10629	70.68206	no	5.49489	62.01172	married	5.35290	7.40836	6.25771	0.36541
4782	5.26529	087-21-2296	66.88760	8.87917	Pamela Stephens	8.48607	0.00000	60.85074	71.23953	Y	7.19094	47.11549	married	5.08546	6.08444	8.54796	0.46358
4783	8.07548	288-34-2638	64.45067	8.04484	Stephanie Quinn	8.83251	1.00000	79.85142	11.24753	no	8.77225	77.91214	separated	6.80398	7.70623	7.56399	0.94300
4784	9.61400	281-67-7695	43.25229	8.51746	Kevin Morales	6.68920	0.00000	80.28210	14.60386	Y	8.98367	50.17725	married	4.74079	5.70759	6.68494	0.59908
4785	6.50122	102-77-5203	53.67515	4.73446	Brandy Bryant	7.23965	1.00000	30.16291	74.52740	no	6.74113	48.67351	single	5.33090	6.50076	5.97555	0.73563
4786	6.22408	292-41-7939	68.46167	7.97748	Nathan Williamson	6.83206	1.00000	44.15662	72.94453	no	5.24441	59.96174	single	6.74787	6.69100	6.42156	0.90334
4787	6.72616	460-14-8812	48.83736	4.97648	Molly Downs	7.07383	1.00000	78.02940	83.56318	no	6.67245	30.32475	divoced	5.95137	6.89694	7.06549	0.68433
4788	8.36301	146-04-4982	42.42808	5.06372	Pamela Wiggins	6.09986	1.00000	59.97944	74.05876	Y	5.37473	127.08826	single	6.21499	5.98166	6.90191	0.65395
4789	7.62386	815-32-2428	68.31515	7.27046	James Hicks	8.15927	1.00000	59.69779	77.70974	no	5.61309	37.55849	nop	7.69622	6.23230	9.07204	1.19364
4790	4.46244	343-33-2233	72.52501	9.10424	Ryan Phillips	6.48107	1.00000	61.24555	12.30155	Y	3.77581	70.22604	single	4.90640	6.00495	7.88458	0.74621
4791	7.07278	871-70-2076	42.39147	6.55725	Jennifer Middleton	5.43919	1.00000	35.21980	89.43298	no	5.95679	75.62006	married	6.90348	6.75337	8.19477	0.72552
4792	7.75169	101-81-1312	71.66474	8.60382	Scott Cummings	5.50869	0.00000	51.50497	77.59189	no	7.20821	70.49124	married	8.72542	5.50372	5.20485	2.62931
4793	6.46613	510-87-0426	22.11912	7.86206	Christina Cook	8.31946	1.00000	45.71771	45.85545	Y	7.89839	35.77870	single	7.28680	8.14835	6.91759	1.01674
4794	4.33301	561-81-5419	39.02836	4.23089	Bryan Yu	8.03410	1.00000	73.34308	83.34649	yes	6.52309	105.75501	divoced	4.97088	7.51667	7.34385	0.80122
4795	4.10582	064-51-3211	46.17065	7.80394	David Bell	6.08894	1.00000	64.63883	59.18390	no	4.83138	45.49727	divoced	5.42495	7.90228	8.64689	0.89240
4796	8.54903	034-25-3675	49.97519	11.72962	Sara Wallace	7.10619	1.00000	36.32783	74.42767	no	7.38776	167.52793	separated	8.12365	7.02658	7.20333	1.79029
4797	8.35856	639-54-9163	37.14777	8.45832	Andrew Taylor	7.52987	0.00000	52.16397	13.80201	no	9.39487	41.37083	divoced	5.58055	7.83184	7.36716	0.25136
4798	7.45405	278-59-9208	24.04638	6.62934	Paula Brooks	6.16213	0.00000	48.07591	45.61273	Y	4.53690	35.82143	divoced	5.40572	6.78525	9.31744	0.55309
4799	5.96431	020-33-4934	51.84539	8.27598	Suzanne Rush	7.98543	0.00000	41.10788	70.29221	yes	5.35514	33.21884	divoced	6.82590	7.72289	7.19672	0.78329
4800	8.46562	467-53-1554	31.26933	8.75954	Zachary Baker	6.13700	0.00000	65.49316	24.56298	no	8.42174	118.27563	married	6.66247	7.74459	5.26891	0.93141
4801	4.95202	222-23-0792	62.53433	4.34150	Steven Hansen	7.67285	1.00000	76.60018	69.41234	no	7.49881	96.35682	divoced	5.17444	6.63532	7.79327	0.80428
4802	5.39619	628-62-0877	51.34440	3.87730	Brenda Robbins	6.68784	1.00000	34.32362	35.94486	no	8.09294	64.54385	divoced	6.42376	8.08914	6.57953	0.74771
4803	4.93437	746-55-8038	57.41128	7.83507	Matthew Stanley	6.56721	1.00000	24.52610	39.48965	yes	8.15979	20.97427	divoced	7.90608	7.71374	7.64168	1.09541
4804	3.23199	662-24-7969	53.11687	9.27717	Jeffrey Fernandez	6.09374	1.00000	68.26822	29.54596	yes	4.03580	82.38591	single	4.49669	7.75067	7.85038	0.61231
4805	9.68247	435-29-5452	50.08201	8.35741	Linda Gilbert	6.36342	0.00000	46.87700	14.72704	yes	9.97344	72.54143	separated	5.48973	6.80884	6.30031	0.72462
4806	7.69213	858-89-7704	41.09908	7.94937	Stacy Stevenson	7.11909	0.00000		55.87084	no	7.70324	55.91892	single	5.79946	8.15301	6.06029	0.63678
4807	9.39647	290-68-2722	36.57440	7.27888	Kevin Price	6.74893	1.00000	64.13585	21.80815	yes	8.90961	6.32015	separated	7.53298	7.35177	7.55560	1.29528
4808	6.91914	345-68-3720	60.78764	8.23023	Jimmy Calhoun	7.82730	1.00000	39.42079	52.93410	Y	4.93740	63.94042	married	6.60858	7.12123	7.48615	0.82360
4809	5.42856	260-56-9733	61.13601	6.92279	Patrick Kerr	8.30845	1.00000	27.30938	49.53453	yes	4.82207	31.78844	divoced	4.98724	7.52640	7.51402	0.37879
4810	5.24246	450-08-1871	57.16205	7.89110	Rachel Phillips	6.51555	0.00000	46.69911	82.59856	yes	6.39391	29.76108	nop	6.75701	6.78118	7.18109	0.70087
4811	7.83673	382-67-4452	78.30492	8.20264	Kimberly Simmons	5.44472	1.00000	25.72141	11.88462	no	9.18544	62.03450	divoced	7.35909	6.30103	7.93058	0.75722
4812	8.38466	453-13-0854	68.34731	9.20568	Patrick Miles	7.36983	0.00000	45.91472	16.03929	Y	9.64299	88.42383	divoced	5.10540	6.08910	7.02509	0.42457
4813	8.91892	882-40-1270	45.95399	9.94717	Robert Parker DDS	7.96985	1.00000	53.72990	19.88730	no	8.80081	37.65704	divoced	10.87401	7.46777	6.87759	18.02580
4814	4.44505	297-55-4991	19.06196	2.70675	Kevin Kerr	6.71658	1.00000	51.11980	72.84493	yes	7.00208	109.61067	single	3.69643	7.15518	8.60249	0.53253
4815	6.35140	222-91-5905	48.27703	9.76762	Gregory Wright	5.35176	0.00000	69.42991	39.48662	Y	4.57756	92.81005	married	7.49927	5.81869	7.25111	1.26932
4816	8.24669	152-66-8606	53.43616	7.76455	Angela Williams	6.08073	1.00000	43.72307	23.62113	no	8.48510	143.50565	divoced	11.42441	5.36901	7.80093	30.73454
4817	5.80324	689-93-9374	56.91512	7.48386	Terri Martin	6.45099	1.00000	35.40684	82.69935	yes	6.10885	103.14914	single	6.68259	6.90670	5.37378	0.86472
4818	9.16780	178-85-9276	53.05326	8.18317	Paul Perez	6.33466	1.00000	55.13716	52.10505	no	7.87341	83.78826	single	8.71133	6.30132	8.33886	2.52129
4819	7.90435	047-50-1773	27.79343	7.33211	Erika Fields	7.01783	0.00000	67.17219	55.44361	no	7.79307	122.71857	nop	6.90456	7.68044	5.77633	0.70970
4820	5.18445	237-99-1128	42.52969	5.80922	Ashley Watkins	4.61612	1.00000	42.63793	82.93692	no	7.06466	76.32136	single	6.37635	8.20123	5.22536	0.73003
4821	8.86672	141-80-8695	60.05867	9.09449	Brenda Rollins	6.38873	1.00000	58.03098	12.44133	Y	9.19310	111.95771	single	11.33201	5.49770	6.54010	28.11296
4822	3.37659	829-16-7629	52.98584	8.11270	Jonathan Boone	8.64880	1.00000	27.84151	53.32114	no	4.87517	-3.14851	divoced	5.89009	6.27632	6.85268	0.87655
4823	7.89731	881-82-8904	58.69244	9.03351	Jared Davis	6.79658	1.00000	43.40540	35.87164	no	8.15322	77.02500	nop	8.39733	7.23035	6.96611	1.98690
4824	5.24158	309-12-9241	43.29575	6.28709	Steven Brown	5.46880	1.00000	70.55906	85.57162	no	6.39163	83.08605	married	5.98555	7.37222	7.21376	0.58576
4825	8.08901	655-54-9687	46.87711	9.34683	Ethan Perez	7.83569	1.00000	36.24853	36.86493	no	8.27336	67.37907	married	8.53679	7.44393	6.05236	2.38251
4826	8.85830	403-39-9388	53.88779	6.54647	Jonathan Price	6.55890	1.00000	36.14161	27.96866	yes	8.47065	63.77688	separated	5.08266	6.11505	7.35212	0.33265
4827	6.36272	853-80-7462	67.84964	9.56300	Brian Allison	7.36789	0.00000	49.94320	76.82939	no	5.46123	56.10916	married	5.97049	8.04459	7.47180	0.66424
4828	8.30780	717-95-0274	37.45245	9.05107	Jennifer Meadows	7.31970	1.00000	34.92553	43.39855	no	7.91888	34.24434	single	7.29578	7.54387	7.46809	1.28689
4829	5.36253	336-18-7378	64.89020	7.69921	Joyce Welch	6.27809	1.00000	33.21047	87.61269	no	6.67446	62.75669	separated	5.90495	7.39558	5.76539	0.56631
4830	9.22414	516-24-8455	40.46200	8.47462	Megan Kelly	6.83397	1.00000	38.29396	31.00255	no	8.49442	6.82383	nop	7.91813	7.33312	6.72462	1.40260
4831	8.07566	277-37-5679	63.65048	8.16417	Dominique Johns	4.96459	1.00000	63.86233	14.29814	yes	9.25241	72.00398	married	9.90012	9.17548	6.86040	6.95704
4832	7.09019	662-02-3379	60.35988	7.58118	Patricia Elliott	7.25310	1.00000	44.95570	17.29251	no	9.14781	34.64424	divoced	6.89332	8.26015	6.34084	0.65972
4833	8.44200	424-16-4464	51.77287	6.92826	Samuel Webb	7.66391	1.00000	35.26625	15.94028	yes	9.10740	84.24714	married	7.34322	5.87245	5.08314	1.06977
4834	9.24981	854-65-8631	38.71584	8.07179	Jessica Phillips	6.02493	1.00000	35.13494	44.01677	no	8.09429	84.72858	divoced	8.61341	6.56750	6.71894	2.54685
4835	5.38009	140-79-7471	43.84603	10.03641	Robin Young	6.49378	0.00000	35.20456	87.38819	no	6.49665	0.37536	single	5.84941	6.83071	8.29394	0.65982
4836	4.61682	809-56-0814	58.22687	4.29211	Brian Castro	7.26253	1.00000	56.14176	90.32333	no	6.57983	120.63983	married	5.10524	6.15170	6.32144	0.25118
4837	5.23786	799-03-7104	74.32010	8.41012	Jonathan Brown	7.44943	1.00000	42.03633	36.32797	no	4.18550	62.55833	married	5.90093	7.27957	6.62460	0.46294
4838	6.87677	403-37-7234	81.39745	4.88615	Gary Hill	6.44493	1.00000	33.37772	77.34514	no	6.93671	50.59962	married	6.97850	6.90819	8.81956	0.92613
4839	9.49792	234-83-4680	62.72126	8.06986	Holly Good	7.86679	1.00000	32.36200	13.14130	no	9.29392	38.87340	married	7.14307	7.39246	8.12194	0.98277
4840	5.14392	185-99-8540	55.71468	10.24039	Lorraine Holmes	7.70801	0.00000	34.50458	54.17235	Y	7.79117	127.56150	divoced	8.64290	7.14741	6.35830	2.36888
4841	6.39250	104-04-6405	31.82119	9.87130	Katrina Floyd	8.42613	0.00000	34.44368	61.92429	no	5.08739	103.65332	divoced	6.21841	7.50456	8.62705	0.54929
4842	6.44835	566-81-6116	35.46828	2.86104	Kristine Reynolds	5.34029	1.00000	33.08046	59.05504	no	7.62971	94.92809	single	5.80579	7.42055	6.41396	0.72204
4843	3.89419	105-43-6418	59.26879	7.34522	Laura Barnes	5.52620	1.00000	51.88649	58.83516	no	5.15749	87.84943	married	5.38683	7.58742	7.74307	0.58235
4844	8.90049	563-37-3934	58.54693	6.61947	Laura Martin	7.50911	1.00000	63.94455	33.47212	no	8.38097	15.34012	married	6.76316	6.11987	6.06383	0.86051
4845	7.13810	748-59-5574	56.09734	6.37739	Albert Johnson	8.02933	1.00000	40.27316	85.57348	no	6.38830	8.08232	divoced	7.62180	7.38946	5.74148	1.02819
4846	9.88612	066-50-7286	43.90065	8.74328	Alexandra Fischer	7.25311	0.00000	65.61389	23.49963	no	10.25818	16.17428	divoced	6.68767	5.05985	10.04556	0.66651
4847	8.62139	352-90-3719	30.68332	7.84250	Kenneth Kelly	7.76706	1.00000	69.59164	21.92688	no	8.48925	98.67462	single	7.67510	8.16518		0.97515
4848	5.03097	427-21-7997	54.15591	7.76872	Katrina Livingston	6.06594	1.00000	32.79051	44.57680	no	4.43660	67.20275	separated	5.39033	8.02447	5.76618	0.63142
4849	8.90923	661-10-2330	48.74910	9.81443	Kevin Davis	6.73524	1.00000	39.59834	23.79960	yes	8.25919	17.75283	married	9.39490	6.92521	8.28294	4.49404
4850	7.03298	670-09-9528	49.67948	6.62506	Anthony Weaver	6.32338	0.00000	44.21202	63.34464	no	5.07335	23.91351	divoced	5.37549	8.85911	6.23785	0.69320
4851	5.87693	291-54-9583	49.19556	9.08492	Susan Zuniga	8.02871	0.00000	74.96390	81.11382	Y	5.58301	147.93376	single	6.77230	5.29314	7.81977	0.82724
4852	6.29360	034-48-0148	51.94990	7.87790	Lisa Lucas	9.54545	1.00000	43.49539	67.47181	N	5.34497	112.53834	single	6.23491	7.46791	9.13081	0.79862
4853	6.78779	338-49-3181	15.68090	7.15095	Michael Ward	8.41383	1.00000	62.01892	52.29763	no	5.01617	104.16285	divoced	6.15054	7.19320	8.32569	0.78809
4854	7.62492	354-67-7626	44.19094	6.29639	Andrew Gonzalez	7.09197	1.00000	68.47581	15.89063	no	8.75298	134.63678	single	9.93753	7.45803	6.99710	7.31804
4855	4.02368	178-92-2188	46.75123	8.09848	Madison Li	7.79098	1.00000	57.57265	38.64618	Y	4.39779	109.40025	married	4.93803	6.72237	6.63638	0.64936
4856	4.52181	261-62-0662	65.49753	6.86240	Dustin Bennett	4.91479	1.00000	56.80060	49.21829	yes	4.70347	72.45708	divoced	4.77437	7.50633	7.83579	0.53254
4857	9.62913	142-16-1802	68.90839	8.52424	Jennifer Walker	7.23588	1.00000	54.36619	27.15779	no	8.43547	66.16316	divoced	10.34335	6.55888	6.69957	11.22667
4858	7.29678	617-85-0886	38.22741	9.64914	Steven Thompson	4.85073	0.00000	63.30969	9.03132	no	3.02350	103.19509	married	8.30347	7.32025	6.70631	1.90746
4859	8.55078	309-15-4526	37.48252	7.64619	Dustin Anderson	7.51689	0.00000	42.84341	12.06834	yes	9.51907	96.83008	nop	4.97713	6.30649	7.89330	0.58320
4860	8.84898	556-72-5792	35.24160	7.22378	Jessica Rivas	7.88455	1.00000	68.76515	45.20299	no	8.06721	76.21800	single	9.01405	5.85036	5.24698	3.16315
4861	9.59292	746-40-6096	55.79929	7.22764	Joanne Horton	6.64800	1.00000	46.80479	38.52838	no	8.25482	79.50506	separated	8.27338	7.62494	6.28004	1.65287
4862	6.76296	108-80-0054	42.42562	4.96733	Andrew Jackson	6.13134	1.00000	32.84267	88.11701	no	5.96659	69.64150	divoced	5.71431	7.04338	5.19570	0.93725
4863	7.51233	313-65-6045	46.65958	7.48738	Bethany Campbell	5.70299	0.00000	51.12832	76.94890	yes	7.16736	83.82909	single	5.71540	7.57489	8.47437	0.68303
4864	7.23890	104-85-6206	45.96887	7.26219	Kelly Chapman	6.39576	0.00000	42.57804	9.82131	no	3.17156	85.00608	divoced	8.16368	6.75843	7.49661	2.02705
4865	9.88790	165-14-6232	51.60675	8.48384	James Carter	7.28627	0.00000	51.71671	20.44924	Y	10.18094	96.22044	nop		7.80622	6.63130	0.62330
4866	8.25097	118-26-9548	62.56399	8.36444	James Hammond MD	6.46908	0.00000	41.01988	22.82578	Y	8.63081	63.67304	married	6.77815	9.05375	6.43752	0.93710
4867	8.48916	808-32-1093	47.64548	8.44250	Jennifer Fox	6.21646	1.00000	85.96141	27.16682	no	8.52742	98.35157	separated	8.06130	7.36569	7.60482	1.84950
4868	8.23482	431-28-6794	45.19147	6.87453	Barbara Schmidt	6.99713	0.00000	46.36329	8.09685	no	8.89944	101.30863	separated	8.38507	7.18333	9.04935	1.89295
4869	9.84719	629-47-2723	45.06186	7.44386	Paige Brock	5.38872	0.00000	37.19213	11.41128	yes	9.26408	65.37761	divoced	5.42561	7.30029	6.45540	0.69957
4870	9.59173	260-71-0972	46.92995	6.07522	Christina Jones	8.30038	1.00000	50.32227	15.59809	no	9.81246	68.84334	nop	9.38967	6.54720	6.57541	4.61245
4871	6.78792	249-60-3509	28.21268	5.72663	Ashley Thompson	4.88014	1.00000	59.48492	80.07440	no	7.02097	74.23752	nop	7.17322	7.38424	6.80171	0.77362
4872	8.28007	079-27-9195	40.68706	5.39873	Bruce Schmitt	7.58714	1.00000	62.34325	83.73180	Y	5.61759	130.84496	widowed	7.06511	6.39669	7.54659	0.96368
4873	9.74832	670-28-4961	73.90399	10.39270	Lucas Smith	4.74405	0.00000	61.66916	20.15124	no	10.10399	20.82855	separated	6.58054	7.13754	7.46199	0.93980
4874	7.33546	007-27-2011	83.54955	7.35511	Elizabeth Johnson	7.85137	0.00000	59.99527	31.71251	no	8.32842	148.15415	married	5.35864	7.32953	7.05042	0.57236
4875	8.56360	321-97-9306	41.92556	8.42268	Melinda Evans	8.48956	1.00000	52.94162	43.74526	Y	8.05561	70.35153	single	10.73826	6.83570	9.57306	16.05954
4876	9.13372	056-93-2764	68.05880	9.16860	Jennifer Young	6.31342	0.00000	51.07783	11.76483	no	8.88235	139.05888	widowed	4.27242	7.40144	8.36319	0.64946
4877	8.33903	176-45-7847	64.45719	8.27326	Adam Le	8.50695	1.00000	57.19484	26.05931	no	8.52576	123.25882	divoced	8.85301	6.07246	7.38948	2.85315
4878	9.67866	867-46-3044	61.80446	8.98302	Mr. Guy Hines MD	6.27400	1.00000	93.51971	12.75351	no	9.16909	97.37357	married	7.85968	5.90856	8.10551	1.60360
4879	7.54796	488-14-6653	35.21547	6.56308	Angel Greene	6.05245	1.00000	67.96063	43.57768	Y	8.01382	79.34505	widowed	8.12051	8.31870	7.51311	1.62853
4880	5.34864	822-51-2182	50.20864	9.18918	Dana Hansen	5.39088	1.00000	12.93905	68.74186	no	5.19420	36.13075	married	6.86791	7.70626	6.66949	0.77463
4881	8.59705	225-69-1192	50.57002	7.99885	Nathan Long	7.74412	1.00000	64.67900	37.51165	no	7.98053	30.96602	nop	6.40428	7.42619	6.03045	0.82552
4882	4.75154	357-30-6335	52.83152	4.68741	Troy Porter	6.27309	1.00000	63.06061	75.36737	no	7.13383	34.68399	married	5.75264	6.47679	6.69534	0.93599
4883	6.62534	847-41-4368	32.18732	7.61957	Anthony Ruiz	7.05693	0.00000	66.90519	75.89843	Y	6.96355	95.94894	divoced	7.10928	6.94765	5.52426	1.02545
4884	6.35350	712-14-5740	69.43400	4.68647	Mary Flowers	6.97849	1.00000	62.62708	67.40057	no	7.46097	4.24907	single	6.26430	6.03757	5.65573	0.62327
4885	7.87853	862-95-4746	26.11913	8.67491	Bradley Nelson	5.72364	0.00000	37.29887	43.20933	no	8.15338	67.90352	divoced	4.95552	6.02273	6.82134	0.20737
